Entry Date,Posting Date,Organization,Organization Branch,Vendor Inv No,Vendor Inv Date,Currency,ExchRate,Narration,Due Date,Charge or GL,Charge or GL Name,Charge or GL Amount,DR or CR,Cost Center,Branch, Charge Narration,TaxGroup,Tax Type,SAC or HSN,Taxcode1,Taxcode1 Amt,Taxcode2,Taxcode2 Amt,Taxcode3,Taxcode3 Amt,Taxcode4,Taxcode4 Amt,Avail Tax Credit,LOB,Ref Type,Ref No,Amount,Start Date,End Date,WH Tax Code,WH Tax Percentage,WH Tax Taxable,WH Tax Amount,Round Off,CC Code
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,NEW DELHI,072612BP12AFS008,18-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM DEL TO BOM PNR:DZSSOH PAX:AGRAWAL NISARG MR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,477.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,6357.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,KARNATAKA,KA1252612CR56372,17-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BLR TO BOM PNR:H89QKG PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,6089.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,304.0,,,,,,,100,,,,7367.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,KARNATAKA,KA1252612CR56372,17-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BLR TO BOM PNR:H89QKG PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,974.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,7367.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,GUJARAT,242622BP10AAJ234,29-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM AMD TO BOM PNR:F5F5K4 PAX:AGRAWAL BABITA MS,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,570.47,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,28.52,,,,,,,100,,,,598.99,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,GUJARAT,242612BP10AAW578,22-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM AMD TO BOM PNR:F5F5K4 PAX:AGRAWAL BABITA MS,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,3408.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,171.0,,,,,,,100,,,,4612.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,GUJARAT,242612BP10AAW578,22-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM AMD TO BOM PNR:F5F5K4 PAX:AGRAWAL BABITA MS,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1033.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,4612.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,MUMBAI,273UYJSHD1025002,29-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:UYJSHD,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,94.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,5.0,,,,,,,100,,,,99.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,MUMBAI,271UYJSHD1025001,22-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:UYJSHD,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,5022.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,252.0,,,,,,,100,,,,5717.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,MUMBAI,271UYJSHD1025001,22-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:UYJSHD,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,443.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,5717.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,RAJASTHAN,RJ1252611AN19635,18-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM JDH TO DEL PNR:L98KGD PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,3077.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,154.0,,,,,,,100,,,,4412.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,RAJASTHAN,RJ1252611AN19635,18-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM JDH TO DEL PNR:L98KGD PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1181.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,4412.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,GOA,302612BP10AAA177,04-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM GOI TO BOM PNR:FYV9WJ PAX:AGRAWAL OMPRAKASH MR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,7124.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,357.0,,,,,,,100,,,,8479.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,GOA,302612BP10AAA177,04-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM GOI TO BOM PNR:FYV9WJ PAX:AGRAWAL OMPRAKASH MR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,998.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,8479.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,UTTAR PRADESH,UP1252612AY42765,10-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM AGR TO BLR PNR:EBTBNK PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,9974.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,499.0,,,,,,,100,,,,11483.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,UTTAR PRADESH,UP1252612AY42765,10-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM AGR TO BLR PNR:EBTBNK PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1010.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,11483.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,MUMBAI,272612BP10AEB912,21-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM BOM TO BLR PNR:EMLGI7 PAX:AGRAWAL NISARG MR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,4763.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,239.0,,,,,,,100,,,,5445.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,MUMBAI,272612BP10AEB912,21-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM BOM TO BLR PNR:EMLGI7 PAX:AGRAWAL NISARG MR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,443.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,5445.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,KARNATAKA,KA1252610CB95645,21-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BLR TO BOM PNR:S2HKXY PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,10864.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,543.0,,,,,,,100,,,,12381.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,KARNATAKA,KA1252610CB95645,21-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BLR TO BOM PNR:S2HKXY PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,974.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,12381.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,KARNATAKA,KA1252610CD23605,26-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BLR TO BOM PNR:S2HKXY PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,761.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,38.0,,,,,,,100,,,,799.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,GUJARAT,242612BP10AAW433,22-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM AMD TO BOM PNR:F55AK4 PAX:AGRAWAL SANJAY MR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,3408.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,171.0,,,,,,,100,,,,4612.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,GUJARAT,242612BP10AAW433,22-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM AMD TO BOM PNR:F55AK4 PAX:AGRAWAL SANJAY MR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1033.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,4612.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,MUMBAI,271MBHCHN1025001,22-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:MBHCHN,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,5022.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,252.0,,,,,,,100,,,,5717.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,MUMBAI,271MBHCHN1025001,22-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:MBHCHN,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,443.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,5717.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,UTTAR PRADESH,UP1252612AY48940,10-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM AGR TO BLR PNR:U1JVVB PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,9974.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,499.0,,,,,,,100,,,,11483.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,UTTAR PRADESH,UP1252612AY48940,10-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM AGR TO BLR PNR:U1JVVB PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1010.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,11483.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,GUJARAT,242612BP10AAV826,21-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM AMD TO BOM PNR:EMRFMS PAX:AGRAWAL NISARG MR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,3408.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,171.0,,,,,,,100,,,,4612.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,GUJARAT,242612BP10AAV826,21-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM AMD TO BOM PNR:EMRFMS PAX:AGRAWAL NISARG MR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1033.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,4612.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,MUMBAI,271S1FKNB1025001,21-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:S1FKNB,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,5022.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,252.0,,,,,,,100,,,,5717.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,MUMBAI,271S1FKNB1025001,21-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:S1FKNB,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,443.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,5717.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,SANTACRUZ,MH1252601EL41242,30-Jan-2026,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BOM TO IXU PNR:M5WZ5P PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,17067.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,852.0,,,,,,,100,,,,19248.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,SANTACRUZ,MH1252601EL41242,30-Jan-2026,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BOM TO IXU PNR:M5WZ5P PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1329.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,19248.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,SANTACRUZ,MH1252601EL94326,30-Jan-2026,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM IXU TO BOM PNR:Y6BDRS PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,10398.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,519.0,,,,,,,100,,,,14214.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,SANTACRUZ,MH1252601EL94326,30-Jan-2026,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM IXU TO BOM PNR:Y6BDRS PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,3297.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,14214.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,KARNATAKA,293B1NDFL1225002,16-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:B1NDFL,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,94.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,5.0,,,,,,,100,,,,99.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,KARNATAKA,291B1NDFL1225001,09-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:B1NDFL,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,8313.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,416.0,,,,,,,100,,,,9703.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,KARNATAKA,291B1NDFL1225001,09-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:B1NDFL,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,974.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,9703.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,KARNATAKA,293F47LNF1225002,16-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:F47LNF,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,94.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,5.0,,,,,,,100,,,,99.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,KARNATAKA,291F47LNF1225001,09-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:F47LNF,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,8313.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,416.0,,,,,,,100,,,,9703.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,KARNATAKA,291F47LNF1225001,09-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:F47LNF,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,974.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,9703.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,MUMBAI,272XYYW9D1225002,10-Dec-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:XYYW9D,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,186.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,34.0,,,,,,,100,,,,220.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,MUMBAI,271XYYW9D1125001,01-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:XYYW9D,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,10120.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,506.0,,,,,,,100,,,,11644.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,SNV Aviation Private Limited,MUMBAI,271XYYW9D1125001,01-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:XYYW9D,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1018.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,11644.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,MADHYA PRADESH,MP1252611AM07362,02-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM GWL TO BOM PNR:M2K2SY PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,14898.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,744.0,,,,,,,100,,,,20038.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,MADHYA PRADESH,MP1252611AM07362,02-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM GWL TO BOM PNR:M2K2SY PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,4396.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,20038.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,SANTACRUZ,MH1252611DK94859,18-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BOM TO JDH PNR:N63F5Z PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,14243.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,712.0,,,,,,,100,,,,15398.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,SANTACRUZ,MH1252611DK94859,18-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BOM TO JDH PNR:N63F5Z PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,443.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,15398.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,RAJASTHAN,RJ1252611AN16053,18-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM JDH TO DEL PNR:A9FUUQ PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,8146.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,407.0,,,,,,,100,,,,9734.0,,,,,,,Yes,
